mes,mes_nombre,centro,tipo,entidad_origen,fc_procesados_h,fc_procesados_m,fc_sentenciados_h,fc_sentenciados_m,ff_procesados_h,ff_procesados_m,ff_sentenciados_h,ff_sentenciados_m,total
2026-02,Febrero 2026,CEFERESO No. 12 CPS Guanajuato,Privado (CPS),Nuevo León,1,0,34,0,1,0,5,0,41
2026-02,Febrero 2026,CEFERESO No. 12 CPS Guanajuato,Privado (CPS),Oaxaca,2,0,7,0,3,0,5,0,17
2026-02,Febrero 2026,CEFERESO No. 12 CPS Guanajuato,Privado (CPS),Puebla,4,0,27,0,7,0,10,0,48
2026-02,Febrero 2026,CEFERESO No. 12 CPS Guanajuato,Privado (CPS),Querétaro,1,0,6,0,4,0,36,0,47
2026-02,Febrero 2026,CEFERESO No. 12 CPS Guanajuato,Privado (CPS),Quintana Roo,1,0,3,0,0,0,2,0,6
2026-02,Febrero 2026,CEFERESO No. 12 CPS Guanajuato,Privado (CPS),San Luis Potosí,10,0,13,0,10,0,17,0,50
2026-02,Febrero 2026,CEFERESO No. 12 CPS Guanajuato,Privado (CPS),Sinaloa,5,0,9,0,47,0,17,0,78
2026-02,Febrero 2026,CEFERESO No. 12 CPS Guanajuato,Privado (CPS),Sonora,3,0,4,0,6,0,2,0,15
2026-02,Febrero 2026,CEFERESO No. 12 CPS Guanajuato,Privado (CPS),Tabasco,6,0,26,0,4,0,9,0,45
2026-02,Febrero 2026,CEFERESO No. 12 CPS Guanajuato,Privado (CPS),Tamaulipas,4,0,18,0,30,0,53,0,105
2026-02,Febrero 2026,CEFERESO No. 12 CPS Guanajuato,Privado (CPS),Tlaxcala,0,0,8,0,3,0,5,0,16
2026-02,Febrero 2026,CEFERESO No. 12 CPS Guanajuato,Privado (CPS),Veracruz de Ignacio de la Llave,16,0,38,0,32,0,21,0,107
2026-02,Febrero 2026,CEFERESO No. 12 CPS Guanajuato,Privado (CPS),Yucatán,2,0,5,0,1,0,2,0,10
2026-02,Febrero 2026,CEFERESO No. 12 CPS Guanajuato,Privado (CPS),Zacatecas,0,0,39,0,5,0,19,0,63
2026-02,Febrero 2026,CEFERESO No. 12 CPS Guanajuato,Privado (CPS),Extranjeros,2,0,7,0,11,0,11,0,31
2026-02,Febrero 2026,CEFERESO No. 13 CPS Oaxaca,Privado (CPS),Aguascalientes,1,0,9,0,0,0,3,0,13
2026-02,Febrero 2026,CEFERESO No. 13 CPS Oaxaca,Privado (CPS),Baja California,4,0,12,0,5,0,6,0,27
2026-02,Febrero 2026,CEFERESO No. 13 CPS Oaxaca,Privado (CPS),Baja California Sur,0,0,1,0,1,0,1,0,3
2026-02,Febrero 2026,CEFERESO No. 13 CPS Oaxaca,Privado (CPS),Campeche,1,0,8,0,1,0,1,0,11
2026-02,Febrero 2026,CEFERESO No. 13 CPS Oaxaca,Privado (CPS),Chiapas,5,0,17,0,7,0,12,0,41
2026-02,Febrero 2026,CEFERESO No. 13 CPS Oaxaca,Privado (CPS),Chihuahua,0,0,21,0,0,0,6,0,27
2026-02,Febrero 2026,CEFERESO No. 13 CPS Oaxaca,Privado (CPS),Ciudad de México,7,0,146,0,25,0,34,0,212
2026-02,Febrero 2026,CEFERESO No. 13 CPS Oaxaca,Privado (CPS),Coahuila de Zaragoza,2,0,9,0,7,0,3,0,21
2026-02,Febrero 2026,CEFERESO No. 13 CPS Oaxaca,Privado (CPS),Colima,0,0,1,0,0,0,0,0,1
2026-02,Febrero 2026,CEFERESO No. 13 CPS Oaxaca,Privado (CPS),Durango,0,0,6,0,5,0,3,0,14
2026-02,Febrero 2026,CEFERESO No. 13 CPS Oaxaca,Privado (CPS),Estado de México,7,0,126,0,12,0,18,0,163
2026-02,Febrero 2026,CEFERESO No. 13 CPS Oaxaca,Privado (CPS),Guanajuato,3,0,100,0,9,0,11,0,123
2026-02,Febrero 2026,CEFERESO No. 13 CPS Oaxaca,Privado (CPS),Guerrero,18,0,59,0,26,0,36,0,139
2026-02,Febrero 2026,CEFERESO No. 13 CPS Oaxaca,Privado (CPS),Hidalgo,5,0,8,0,1,0,5,0,19
2026-02,Febrero 2026,CEFERESO No. 13 CPS Oaxaca,Privado (CPS),Jalisco,4,0,27,0,6,0,22,0,59
2026-02,Febrero 2026,CEFERESO No. 13 CPS Oaxaca,Privado (CPS),Michoacán de Ocampo,2,0,23,0,6,0,21,0,52
2026-02,Febrero 2026,CEFERESO No. 13 CPS Oaxaca,Privado (CPS),Morelos,1,0,5,0,7,0,10,0,23
2026-02,Febrero 2026,CEFERESO No. 13 CPS Oaxaca,Privado (CPS),Nayarit,2,0,3,0,3,0,1,0,9
2026-02,Febrero 2026,CEFERESO No. 13 CPS Oaxaca,Privado (CPS),Nuevo León,7,0,58,0,3,0,9,0,77
2026-02,Febrero 2026,CEFERESO No. 13 CPS Oaxaca,Privado (CPS),Oaxaca,5,0,23,0,119,0,109,0,256
2026-02,Febrero 2026,CEFERESO No. 13 CPS Oaxaca,Privado (CPS),Puebla,9,0,37,0,5,0,38,0,89
2026-02,Febrero 2026,CEFERESO No. 13 CPS Oaxaca,Privado (CPS),Querétaro,2,0,2,0,0,0,0,0,4
2026-02,Febrero 2026,CEFERESO No. 13 CPS Oaxaca,Privado (CPS),Quintana Roo,13,0,9,0,2,0,3,0,27
2026-02,Febrero 2026,CEFERESO No. 13 CPS Oaxaca,Privado (CPS),San Luis Potosí,6,0,22,0,0,0,5,0,33
2026-02,Febrero 2026,CEFERESO No. 13 CPS Oaxaca,Privado (CPS),Sinaloa,3,0,10,0,55,0,17,0,85
2026-02,Febrero 2026,CEFERESO No. 13 CPS Oaxaca,Privado (CPS),Sonora,4,0,4,0,2,0,3,0,13
2026-02,Febrero 2026,CEFERESO No. 13 CPS Oaxaca,Privado (CPS),Tabasco,15,0,32,0,6,0,10,0,63
2026-02,Febrero 2026,CEFERESO No. 13 CPS Oaxaca,Privado (CPS),Tamaulipas,12,0,21,0,10,0,27,0,70
2026-02,Febrero 2026,CEFERESO No. 13 CPS Oaxaca,Privado (CPS),Tlaxcala,0,0,2,0,1,0,0,0,3
2026-02,Febrero 2026,CEFERESO No. 13 CPS Oaxaca,Privado (CPS),Veracruz de Ignacio de la Llave,43,0,129,0,26,0,41,0,239
2026-02,Febrero 2026,CEFERESO No. 13 CPS Oaxaca,Privado (CPS),Yucatán,5,0,6,0,0,0,2,0,13
2026-02,Febrero 2026,CEFERESO No. 13 CPS Oaxaca,Privado (CPS),Zacatecas,4,0,72,0,3,0,10,0,89
2026-02,Febrero 2026,CEFERESO No. 13 CPS Oaxaca,Privado (CPS),Extranjeros,9,0,15,0,11,0,12,0,47
2026-02,Febrero 2026,CEFERESO No. 14 CPS Durango,Privado (CPS),Aguascalientes,0,0,6,0,0,0,0,0,6
2026-02,Febrero 2026,CEFERESO No. 14 CPS Durango,Privado (CPS),Baja California,2,0,8,0,4,0,23,0,37
2026-02,Febrero 2026,CEFERESO No. 14 CPS Durango,Privado (CPS),Baja California Sur,0,0,0,0,0,0,1,0,1
2026-02,Febrero 2026,CEFERESO No. 14 CPS Durango,Privado (CPS),Campeche,0,0,0,0,2,0,0,0,2
2026-02,Febrero 2026,CEFERESO No. 14 CPS Durango,Privado (CPS),Chiapas,1,0,4,0,1,0,2,0,8
2026-02,Febrero 2026,CEFERESO No. 14 CPS Durango,Privado (CPS),Chihuahua,2,0,50,0,2,0,18,0,72
2026-02,Febrero 2026,CEFERESO No. 14 CPS Durango,Privado (CPS),Ciudad de México,8,0,137,0,119,0,122,0,386
2026-02,Febrero 2026,CEFERESO No. 14 CPS Durango,Privado (CPS),Coahuila de Zaragoza,5,0,79,0,13,0,50,0,147
2026-02,Febrero 2026,CEFERESO No. 14 CPS Durango,Privado (CPS),Colima,0,0,4,0,0,0,0,0,4
2026-02,Febrero 2026,CEFERESO No. 14 CPS Durango,Privado (CPS),Durango,3,0,74,0,9,0,25,0,111
2026-02,Febrero 2026,CEFERESO No. 14 CPS Durango,Privado (CPS),Estado de México,7,0,80,0,73,0,60,0,220
2026-02,Febrero 2026,CEFERESO No. 14 CPS Durango,Privado (CPS),Guanajuato,0,0,52,0,8,0,6,0,66
2026-02,Febrero 2026,CEFERESO No. 14 CPS Durango,Privado (CPS),Guerrero,13,0,45,0,38,0,60,0,156
2026-02,Febrero 2026,CEFERESO No. 14 CPS Durango,Privado (CPS),Hidalgo,1,0,19,0,12,0,9,0,41
2026-02,Febrero 2026,CEFERESO No. 14 CPS Durango,Privado (CPS),Jalisco,14,0,21,0,12,0,2,0,49
2026-02,Febrero 2026,CEFERESO No. 14 CPS Durango,Privado (CPS),Michoacán de Ocampo,3,0,22,0,11,0,18,0,54
2026-02,Febrero 2026,CEFERESO No. 14 CPS Durango,Privado (CPS),Morelos,1,0,8,0,13,0,14,0,36
2026-02,Febrero 2026,CEFERESO No. 14 CPS Durango,Privado (CPS),Nayarit,4,0,1,0,2,0,3,0,10
2026-02,Febrero 2026,CEFERESO No. 14 CPS Durango,Privado (CPS),Nuevo León,6,0,45,0,9,0,27,0,87
2026-02,Febrero 2026,CEFERESO No. 14 CPS Durango,Privado (CPS),Oaxaca,3,0,11,0,4,0,9,0,27
2026-02,Febrero 2026,CEFERESO No. 14 CPS Durango,Privado (CPS),Puebla,1,0,37,0,7,0,10,0,55
2026-02,Febrero 2026,CEFERESO No. 14 CPS Durango,Privado (CPS),Querétaro,0,0,3,0,2,0,1,0,6
2026-02,Febrero 2026,CEFERESO No. 14 CPS Durango,Privado (CPS),Quintana Roo,2,0,1,0,2,0,0,0,5
2026-02,Febrero 2026,CEFERESO No. 14 CPS Durango,Privado (CPS),San Luis Potosí,3,0,8,0,3,0,10,0,24
2026-02,Febrero 2026,CEFERESO No. 14 CPS Durango,Privado (CPS),Sinaloa,2,0,21,0,16,0,14,0,53
2026-02,Febrero 2026,CEFERESO No. 14 CPS Durango,Privado (CPS),Sonora,6,0,17,0,3,0,1,0,27
2026-02,Febrero 2026,CEFERESO No. 14 CPS Durango,Privado (CPS),Tabasco,1,0,20,0,5,0,8,0,34
2026-02,Febrero 2026,CEFERESO No. 14 CPS Durango,Privado (CPS),Tamaulipas,14,0,35,0,48,0,65,0,162
2026-02,Febrero 2026,CEFERESO No. 14 CPS Durango,Privado (CPS),Tlaxcala,0,0,2,0,3,0,6,0,11
2026-02,Febrero 2026,CEFERESO No. 14 CPS Durango,Privado (CPS),Veracruz de Ignacio de la Llave,11,0,69,0,45,0,55,0,180
2026-02,Febrero 2026,CEFERESO No. 14 CPS Durango,Privado (CPS),Yucatán,1,0,0,0,1,0,1,0,3
2026-02,Febrero 2026,CEFERESO No. 14 CPS Durango,Privado (CPS),Zacatecas,5,0,116,0,2,0,20,0,143
2026-02,Febrero 2026,CEFERESO No. 14 CPS Durango,Privado (CPS),Extranjeros,3,0,18,0,7,0,12,0,40
2026-02,Febrero 2026,CEFERESO No. 15 CPS Chiapas,Privado (CPS),Aguascalientes,0,0,7,0,3,0,3,0,13
2026-02,Febrero 2026,CEFERESO No. 15 CPS Chiapas,Privado (CPS),Baja California,4,0,4,0,0,0,3,0,11
2026-02,Febrero 2026,CEFERESO No. 15 CPS Chiapas,Privado (CPS),Baja California Sur,1,0,1,0,0,0,1,0,3
2026-02,Febrero 2026,CEFERESO No. 15 CPS Chiapas,Privado (CPS),Campeche,3,0,12,0,2,0,3,0,20
2026-02,Febrero 2026,CEFERESO No. 15 CPS Chiapas,Privado (CPS),Chiapas,11,0,51,0,11,0,22,0,95
2026-02,Febrero 2026,CEFERESO No. 15 CPS Chiapas,Privado (CPS),Chihuahua,3,0,17,0,1,0,7,0,28
2026-02,Febrero 2026,CEFERESO No. 15 CPS Chiapas,Privado (CPS),Ciudad de México,2,0,158,0,12,0,18,0,190
2026-02,Febrero 2026,CEFERESO No. 15 CPS Chiapas,Privado (CPS),Coahuila de Zaragoza,2,0,11,0,1,0,8,0,22
2026-02,Febrero 2026,CEFERESO No. 15 CPS Chiapas,Privado (CPS),Colima,1,0,1,0,1,0,0,0,3
2026-02,Febrero 2026,CEFERESO No. 15 CPS Chiapas,Privado (CPS),Durango,1,0,9,0,2,0,8,0,20
2026-02,Febrero 2026,CEFERESO No. 15 CPS Chiapas,Privado (CPS),Estado de México,6,0,181,0,3,0,27,0,217
2026-02,Febrero 2026,CEFERESO No. 15 CPS Chiapas,Privado (CPS),Guanajuato,0,0,121,0,1,0,3,0,125
2026-02,Febrero 2026,CEFERESO No. 15 CPS Chiapas,Privado (CPS),Guerrero,9,0,53,0,6,0,16,0,84
2026-02,Febrero 2026,CEFERESO No. 15 CPS Chiapas,Privado (CPS),Hidalgo,0,0,18,0,6,0,3,0,27
2026-02,Febrero 2026,CEFERESO No. 15 CPS Chiapas,Privado (CPS),Jalisco,14,0,29,0,7,0,11,0,61
2026-02,Febrero 2026,CEFERESO No. 15 CPS Chiapas,Privado (CPS),Michoacán de Ocampo,1,0,33,0,6,0,14,0,54
2026-02,Febrero 2026,CEFERESO No. 15 CPS Chiapas,Privado (CPS),Morelos,1,0,3,0,7,0,6,0,17
2026-02,Febrero 2026,CEFERESO No. 15 CPS Chiapas,Privado (CPS),Nayarit,1,0,3,0,0,0,2,0,6
2026-02,Febrero 2026,CEFERESO No. 15 CPS Chiapas,Privado (CPS),Nuevo León,4,0,61,0,2,0,11,0,78
2026-02,Febrero 2026,CEFERESO No. 15 CPS Chiapas,Privado (CPS),Oaxaca,0,0,17,0,2,0,2,0,21
2026-02,Febrero 2026,CEFERESO No. 15 CPS Chiapas,Privado (CPS),Puebla,5,0,28,0,2,0,17,0,52
2026-02,Febrero 2026,CEFERESO No. 15 CPS Chiapas,Privado (CPS),Querétaro,0,0,3,0,1,0,0,0,4
2026-02,Febrero 2026,CEFERESO No. 15 CPS Chiapas,Privado (CPS),Quintana Roo,8,0,9,0,1,0,2,0,20
2026-02,Febrero 2026,CEFERESO No. 15 CPS Chiapas,Privado (CPS),San Luis Potosí,4,0,14,0,2,0,6,0,26
2026-02,Febrero 2026,CEFERESO No. 15 CPS Chiapas,Privado (CPS),Sinaloa,2,0,10,0,46,0,8,0,66
2026-02,Febrero 2026,CEFERESO No. 15 CPS Chiapas,Privado (CPS),Sonora,1,0,7,0,3,0,4,0,15
2026-02,Febrero 2026,CEFERESO No. 15 CPS Chiapas,Privado (CPS),Tabasco,7,0,36,0,4,0,20,0,67
2026-02,Febrero 2026,CEFERESO No. 15 CPS Chiapas,Privado (CPS),Tamaulipas,7,0,30,0,12,0,43,0,92
2026-02,Febrero 2026,CEFERESO No. 15 CPS Chiapas,Privado (CPS),Tlaxcala,1,0,2,0,0,0,5,0,8
2026-02,Febrero 2026,CEFERESO No. 15 CPS Chiapas,Privado (CPS),Veracruz de Ignacio de la Llave,47,0,93,0,7,0,33,0,180
2026-02,Febrero 2026,CEFERESO No. 15 CPS Chiapas,Privado (CPS),Yucatán,1,0,4,0,0,0,0,0,5
2026-02,Febrero 2026,CEFERESO No. 15 CPS Chiapas,Privado (CPS),Zacatecas,1,0,70,0,0,0,10,0,81
2026-02,Febrero 2026,CEFERESO No. 15 CPS Chiapas,Privado (CPS),Extranjeros,6,0,17,0,8,0,34,0,65
2026-02,Febrero 2026,CEFERESO No. 16 CPS Femenil Morelos,Privado (CPS),Aguascalientes,0,0,0,1,0,0,0,0,1
2026-02,Febrero 2026,CEFERESO No. 16 CPS Femenil Morelos,Privado (CPS),Baja California,0,0,0,1,0,2,0,0,3
2026-02,Febrero 2026,CEFERESO No. 16 CPS Femenil Morelos,Privado (CPS),Baja California Sur,0,0,0,0,0,0,0,0,0
2026-02,Febrero 2026,CEFERESO No. 16 CPS Femenil Morelos,Privado (CPS),Campeche,0,3,0,0,0,1,0,0,4
2026-02,Febrero 2026,CEFERESO No. 16 CPS Femenil Morelos,Privado (CPS),Chiapas,0,2,0,0,0,5,0,2,9
2026-02,Febrero 2026,CEFERESO No. 16 CPS Femenil Morelos,Privado (CPS),Chihuahua,0,2,0,7,0,4,0,2,15
2026-02,Febrero 2026,CEFERESO No. 16 CPS Femenil Morelos,Privado (CPS),Ciudad de México,0,4,0,22,0,67,0,35,128
2026-02,Febrero 2026,CEFERESO No. 16 CPS Femenil Morelos,Privado (CPS),Coahuila de Zaragoza,0,2,0,1,0,6,0,12,21
2026-02,Febrero 2026,CEFERESO No. 16 CPS Femenil Morelos,Privado (CPS),Colima,0,0,0,0,0,0,0,2,2
2026-02,Febrero 2026,CEFERESO No. 16 CPS Femenil Morelos,Privado (CPS),Durango,0,0,0,0,0,3,0,5,8
2026-02,Febrero 2026,CEFERESO No. 16 CPS Femenil Morelos,Privado (CPS),Estado de México,0,2,0,28,0,44,0,33,107
2026-02,Febrero 2026,CEFERESO No. 16 CPS Femenil Morelos,Privado (CPS),Guanajuato,0,0,0,6,0,6,0,11,23
2026-02,Febrero 2026,CEFERESO No. 16 CPS Femenil Morelos,Privado (CPS),Guerrero,0,8,0,10,0,19,0,15,52
2026-02,Febrero 2026,CEFERESO No. 16 CPS Femenil Morelos,Privado (CPS),Hidalgo,0,0,0,0,0,3,0,4,7
2026-02,Febrero 2026,CEFERESO No. 16 CPS Femenil Morelos,Privado (CPS),Jalisco,0,4,0,1,0,7,0,5,17
2026-02,Febrero 2026,CEFERESO No. 16 CPS Femenil Morelos,Privado (CPS),Michoacán de Ocampo,0,1,0,5,0,6,0,9,21
2026-02,Febrero 2026,CEFERESO No. 16 CPS Femenil Morelos,Privado (CPS),Morelos,0,3,0,23,0,9,0,11,46
2026-02,Febrero 2026,CEFERESO No. 16 CPS Femenil Morelos,Privado (CPS),Nayarit,0,0,0,0,0,1,0,0,1
2026-02,Febrero 2026,CEFERESO No. 16 CPS Femenil Morelos,Privado (CPS),Nuevo León,0,1,0,6,0,1,0,7,15
2026-02,Febrero 2026,CEFERESO No. 16 CPS Femenil Morelos,Privado (CPS),Oaxaca,0,0,0,0,0,3,0,3,6
2026-02,Febrero 2026,CEFERESO No. 16 CPS Femenil Morelos,Privado (CPS),Puebla,0,4,0,6,0,8,0,6,24
2026-02,Febrero 2026,CEFERESO No. 16 CPS Femenil Morelos,Privado (CPS),Querétaro,0,0,0,0,0,0,0,1,1
2026-02,Febrero 2026,CEFERESO No. 16 CPS Femenil Morelos,Privado (CPS),Quintana Roo,0,6,0,0,0,0,0,2,8
2026-02,Febrero 2026,CEFERESO No. 16 CPS Femenil Morelos,Privado (CPS),San Luis Potosí,0,1,0,2,0,2,0,5,10
2026-02,Febrero 2026,CEFERESO No. 16 CPS Femenil Morelos,Privado (CPS),Sinaloa,0,1,0,1,0,9,0,1,12
2026-02,Febrero 2026,CEFERESO No. 16 CPS Femenil Morelos,Privado (CPS),Sonora,0,0,0,1,0,0,0,1,2
2026-02,Febrero 2026,CEFERESO No. 16 CPS Femenil Morelos,Privado (CPS),Tabasco,0,2,0,0,0,3,0,2,7
2026-02,Febrero 2026,CEFERESO No. 16 CPS Femenil Morelos,Privado (CPS),Tamaulipas,0,3,0,1,0,11,0,13,28
2026-02,Febrero 2026,CEFERESO No. 16 CPS Femenil Morelos,Privado (CPS),Tlaxcala,0,0,0,0,0,1,0,3,4
2026-02,Febrero 2026,CEFERESO No. 16 CPS Femenil Morelos,Privado (CPS),Veracruz de Ignacio de la Llave,0,9,0,8,0,12,0,13,42
2026-02,Febrero 2026,CEFERESO No. 16 CPS Femenil Morelos,Privado (CPS),Yucatán,0,2,0,0,0,0,0,0,2
2026-02,Febrero 2026,CEFERESO No. 16 CPS Femenil Morelos,Privado (CPS),Zacatecas,0,1,0,15,0,1,0,4,21
2026-02,Febrero 2026,CEFERESO No. 16 CPS Femenil Morelos,Privado (CPS),Extranjeros,0,0,0,4,0,5,0,8,17
2026-02,Febrero 2026,CEFERESO No. 17 CPS Michoacan,Privado (CPS),Aguascalientes,0,0,6,0,3,0,6,0,15
2026-02,Febrero 2026,CEFERESO No. 17 CPS Michoacan,Privado (CPS),Baja California,5,0,10,0,5,0,4,0,24
2026-02,Febrero 2026,CEFERESO No. 17 CPS Michoacan,Privado (CPS),Baja California Sur,1,0,1,0,1,0,1,0,4
2026-02,Febrero 2026,CEFERESO No. 17 CPS Michoacan,Privado (CPS),Campeche,5,0,1,0,2,0,2,0,10
2026-02,Febrero 2026,CEFERESO No. 17 CPS Michoacan,Privado (CPS),Chiapas,4,0,15,0,5,0,2,0,26
2026-02,Febrero 2026,CEFERESO No. 17 CPS Michoacan,Privado (CPS),Chihuahua,5,0,44,0,24,0,63,0,136
2026-02,Febrero 2026,CEFERESO No. 17 CPS Michoacan,Privado (CPS),Ciudad de México,4,0,137,0,45,0,35,0,221
2026-02,Febrero 2026,CEFERESO No. 17 CPS Michoacan,Privado (CPS),Coahuila de Zaragoza,0,0,5,0,4,0,8,0,17
2026-02,Febrero 2026,CEFERESO No. 17 CPS Michoacan,Privado (CPS),Colima,0,0,1,0,2,0,6,0,9
2026-02,Febrero 2026,CEFERESO No. 17 CPS Michoacan,Privado (CPS),Durango,0,0,12,0,6,0,10,0,28
2026-02,Febrero 2026,CEFERESO No. 17 CPS Michoacan,Privado (CPS),Estado de México,1,0,39,0,10,0,4,0,54
2026-02,Febrero 2026,CEFERESO No. 17 CPS Michoacan,Privado (CPS),Guanajuato,11,0,48,0,22,0,6,0,87
2026-02,Febrero 2026,CEFERESO No. 17 CPS Michoacan,Privado (CPS),Guerrero,3,0,24,0,31,0,42,0,100
2026-02,Febrero 2026,CEFERESO No. 17 CPS Michoacan,Privado (CPS),Hidalgo,1,0,6,0,0,0,3,0,10
2026-02,Febrero 2026,CEFERESO No. 17 CPS Michoacan,Privado (CPS),Jalisco,13,0,19,0,57,0,70,0,159
2026-02,Febrero 2026,CEFERESO No. 17 CPS Michoacan,Privado (CPS),Michoacán de Ocampo,5,0,31,0,104,0,234,0,374
2026-02,Febrero 2026,CEFERESO No. 17 CPS Michoacan,Privado (CPS),Morelos,2,0,41,0,2,0,15,0,60
2026-02,Febrero 2026,CEFERESO No. 17 CPS Michoacan,Privado (CPS),Nayarit,1,0,15,0,6,0,7,0,29
2026-02,Febrero 2026,CEFERESO No. 17 CPS Michoacan,Privado (CPS),Nuevo León,0,0,4,0,1,0,4,0,9
2026-02,Febrero 2026,CEFERESO No. 17 CPS Michoacan,Privado (CPS),Oaxaca,4,0,5,0,0,0,9,0,18
2026-02,Febrero 2026,CEFERESO No. 17 CPS Michoacan,Privado (CPS),Puebla,0,0,28,0,0,0,6,0,34
2026-02,Febrero 2026,CEFERESO No. 17 CPS Michoacan,Privado (CPS),Querétaro,1,0,4,0,10,0,0,0,15
2026-02,Febrero 2026,CEFERESO No. 17 CPS Michoacan,Privado (CPS),Quintana Roo,0,0,6,0,0,0,3,0,9
2026-02,Febrero 2026,CEFERESO No. 17 CPS Michoacan,Privado (CPS),San Luis Potosí,0,0,11,0,1,0,4,0,16
2026-02,Febrero 2026,CEFERESO No. 17 CPS Michoacan,Privado (CPS),Sinaloa,4,0,22,0,44,0,26,0,96
2026-02,Febrero 2026,CEFERESO No. 17 CPS Michoacan,Privado (CPS),Sonora,1,0,4,0,7,0,7,0,19
2026-02,Febrero 2026,CEFERESO No. 17 CPS Michoacan,Privado (CPS),Tabasco,7,0,17,0,5,0,9,0,38
2026-02,Febrero 2026,CEFERESO No. 17 CPS Michoacan,Privado (CPS),Tamaulipas,8,0,14,0,23,0,36,0,81
2026-02,Febrero 2026,CEFERESO No. 17 CPS Michoacan,Privado (CPS),Tlaxcala,0,0,2,0,1,0,0,0,3
2026-02,Febrero 2026,CEFERESO No. 17 CPS Michoacan,Privado (CPS),Veracruz de Ignacio de la Llave,4,0,28,0,12,0,33,0,77
2026-02,Febrero 2026,CEFERESO No. 17 CPS Michoacan,Privado (CPS),Yucatán,2,0,0,0,0,0,0,0,2
2026-02,Febrero 2026,CEFERESO No. 17 CPS Michoacan,Privado (CPS),Zacatecas,0,0,49,0,1,0,5,0,55
2026-02,Febrero 2026,CEFERESO No. 17 CPS Michoacan,Privado (CPS),Extranjeros,3,0,12,0,42,0,32,0,89
2026-02,Febrero 2026,CEFERESO No. 18 CPS Coahuila,Privado (CPS),Aguascalientes,0,0,4,0,3,0,5,0,12
2026-02,Febrero 2026,CEFERESO No. 18 CPS Coahuila,Privado (CPS),Baja California,4,0,17,0,2,0,4,0,27
2026-02,Febrero 2026,CEFERESO No. 18 CPS Coahuila,Privado (CPS),Baja California Sur,0,0,1,0,0,0,2,0,3
2026-02,Febrero 2026,CEFERESO No. 18 CPS Coahuila,Privado (CPS),Campeche,1,0,2,0,0,0,2,0,5
2026-02,Febrero 2026,CEFERESO No. 18 CPS Coahuila,Privado (CPS),Chiapas,0,0,6,0,8,0,5,0,19
2026-02,Febrero 2026,CEFERESO No. 18 CPS Coahuila,Privado (CPS),Chihuahua,0,0,59,0,10,0,62,0,131
2026-02,Febrero 2026,CEFERESO No. 18 CPS Coahuila,Privado (CPS),Ciudad de México,15,0,87,0,16,0,34,0,152
2026-02,Febrero 2026,CEFERESO No. 18 CPS Coahuila,Privado (CPS),Coahuila de Zaragoza,3,0,58,0,86,0,88,0,235
2026-02,Febrero 2026,CEFERESO No. 18 CPS Coahuila,Privado (CPS),Colima,1,0,1,0,1,0,1,0,4
2026-02,Febrero 2026,CEFERESO No. 18 CPS Coahuila,Privado (CPS),Durango,1,0,18,0,10,0,14,0,43
2026-02,Febrero 2026,CEFERESO No. 18 CPS Coahuila,Privado (CPS),Estado de México,1,0,81,0,15,0,24,0,121
2026-02,Febrero 2026,CEFERESO No. 18 CPS Coahuila,Privado (CPS),Guanajuato,1,0,53,0,6,0,14,0,74
2026-02,Febrero 2026,CEFERESO No. 18 CPS Coahuila,Privado (CPS),Guerrero,12,0,30,0,18,0,22,0,82
2026-02,Febrero 2026,CEFERESO No. 18 CPS Coahuila,Privado (CPS),Hidalgo,1,0,8,0,2,0,7,0,18
2026-02,Febrero 2026,CEFERESO No. 18 CPS Coahuila,Privado (CPS),Jalisco,4,0,12,0,13,0,14,0,43
2026-02,Febrero 2026,CEFERESO No. 18 CPS Coahuila,Privado (CPS),Michoacán de Ocampo,3,0,21,0,20,0,40,0,84
2026-02,Febrero 2026,CEFERESO No. 18 CPS Coahuila,Privado (CPS),Morelos,0,0,4,0,1,0,9,0,14
2026-02,Febrero 2026,CEFERESO No. 18 CPS Coahuila,Privado (CPS),Nayarit,0,0,1,0,1,0,1,0,3
2026-02,Febrero 2026,CEFERESO No. 18 CPS Coahuila,Privado (CPS),Nuevo León,3,0,140,0,11,0,61,0,215
2026-02,Febrero 2026,CEFERESO No. 18 CPS Coahuila,Privado (CPS),Oaxaca,1,0,6,0,2,0,6,0,15
2026-02,Febrero 2026,CEFERESO No. 18 CPS Coahuila,Privado (CPS),Puebla,2,0,7,0,6,0,5,0,20
2026-02,Febrero 2026,CEFERESO No. 18 CPS Coahuila,Privado (CPS),Querétaro,0,0,3,0,0,0,2,0,5
2026-02,Febrero 2026,CEFERESO No. 18 CPS Coahuila,Privado (CPS),Quintana Roo,6,0,8,0,1,0,3,0,18
2026-02,Febrero 2026,CEFERESO No. 18 CPS Coahuila,Privado (CPS),San Luis Potosí,4,0,14,0,10,0,13,0,41
2026-02,Febrero 2026,CEFERESO No. 18 CPS Coahuila,Privado (CPS),Sinaloa,0,0,20,0,21,0,26,0,67
2026-02,Febrero 2026,CEFERESO No. 18 CPS Coahuila,Privado (CPS),Sonora,0,0,36,0,1,0,8,0,45
2026-02,Febrero 2026,CEFERESO No. 18 CPS Coahuila,Privado (CPS),Tabasco,2,0,12,0,2,0,6,0,22
2026-02,Febrero 2026,CEFERESO No. 18 CPS Coahuila,Privado (CPS),Tamaulipas,8,0,61,0,31,0,110,0,210
